som_x,som_y,multiplier,sigma,learning_rate,num_iterations,quantisation_error,topographic_error,combined_score
15,15,7,1.5,0.1,20000,2.6243719942400956,0.07756024096385543,0.7289513941400576
15,15,7,1.5,0.5,5000,2.6195411589279685,0.0963855421686747,0.7456607662566007
15,15,7,1.5,0.5,10000,2.5336320211509875,0.12876506024096385,0.7197326570221124
15,15,7,1.5,0.5,20000,2.5037275959393037,0.1016566265060241,0.669703202721902
15,15,7,1.5,0.9,5000,2.582482789402393,0.1438253012048193,0.7702374719397301
15,15,7,1.5,0.9,10000,2.5560458216236177,0.14156626506024098,0.7491994674111085
15,15,7,1.5,0.9,20000,2.5388822351515907,0.15963855421686746,0.7564160766935015
16,16,8,0.5,0.1,5000,2.045951766635771,0.9789156626506024,1.284454869479971
16,16,8,0.5,0.1,10000,2.014157644717181,0.9495481927710844,1.2306806335341514
16,16,8,0.5,0.1,20000,1.945166016118015,0.9811746987951807,1.215866177141018
16,16,8,0.5,0.5,5000,2.032019913776855,0.9804216867469879,1.2762490766572623
16,16,8,0.5,0.5,10000,2.0564659580426112,0.9103915662650602,1.2186520002910917
16,16,8,0.5,0.5,20000,2.1819024098020194,0.8381024096385542,1.2297877943555395
16,16,8,0.5,0.9,5000,2.1647604711758848,0.9457831325301205,1.3327557765395008
16,16,8,0.5,0.9,10000,2.1914220098965576,0.8674698795180723,1.2678699287480715
16,16,8,0.5,0.9,20000,2.116396540471039,0.7853915662650602,1.127324422885037
16,16,8,1.0,0.1,5000,2.7913968474493025,0.6423192771084337,1.449997082608077
16,16,8,1.0,0.1,10000,2.619802551062381,0.30346385542168675,0.9670838515587763
16,16,8,1.0,0.1,20000,2.3861791728882897,0.2756024096385542,0.772732624926216
16,16,8,1.0,0.5,5000,2.270504545723225,0.27786144578313254,0.6936549188966677
16,16,8,1.0,0.5,10000,2.1734421980760925,0.27183734939759036,0.6188397563651934
16,16,8,1.0,0.5,20000,2.045535290092261,0.2703313253012048,0.5271220465907093
16,16,8,1.0,0.9,5000,2.1874358467292443,0.3358433734939759,0.6970810384429391
16,16,8,1.0,0.9,10000,2.141262772248927,0.3463855421686747,0.6758158006303057
16,16,8,1.0,0.9,20000,2.0600004780393255,0.3132530120481928,0.5831693753498812
16,16,8,1.5,0.1,5000,2.9284173339597865,0.08358433734939759,0.9495832955026546
16,16,8,1.5,0.1,10000,2.6572868729267682,0.08734939759036145,0.7625980522196216
16,16,8,1.5,0.1,20000,2.564321127918407,0.06475903614457831,0.672969776199347
16,16,8,1.5,0.5,5000,2.4873893730596808,0.08810240963855422,0.643712049943365
16,16,8,1.5,0.5,10000,2.4520135782486348,0.09864457831325302,0.6300533506866571
16,16,8,1.5,0.5,20000,2.3793819591236054,0.10240963855421686,0.5829078763573504
16,16,8,1.5,0.9,5000,2.496942624709094,0.1566265060240964,0.723652163327247
16,16,8,1.5,0.9,10000,2.452189281843391,0.1438253012048193,0.6784474452670953
16,16,8,1.5,0.9,20000,2.37298113356301,0.15210843373493976,0.6314959258241694
17,17,9,0.5,0.1,5000,1.9512967714897054,0.9871987951807228,1.2266212538192631
17,17,9,0.5,0.1,10000,1.851253733615218,0.9676204819277109,1.1352251409161296
17,17,9,0.5,0.1,20000,1.8370290627186976,0.9676204819277109,1.1252040512589199
17,17,9,0.5,0.5,5000,1.8564986202390377,0.9631024096385542,1.1340930617457556
17,17,9,0.5,0.5,10000,1.9476222930772074,0.9570783132530121,1.19185242394216
17,17,9,0.5,0.5,20000,2.0186882586269794,0.8832831325301205,1.1630759300257374
17,17,9,0.5,0.9,5000,2.056851845927907,0.9713855421686747,1.284088776697112
17,17,9,0.5,0.9,10000,2.0960828915572822,0.875,1.2087498522539328
17,17,9,0.5,0.9,20000,1.9819920377249005,0.7628012048192772,1.0085030984213548
17,17,9,1.0,0.1,5000,2.7178096223709534,0.7582831325301205,1.5220496758785385
17,17,9,1.0,0.1,10000,2.529758167176787,0.29819277108433734,0.8980172554989887
17,17,9,1.0,0.1,20000,2.3288506779535267,0.2628012048192771,0.718668881075322
17,17,9,1.0,0.5,5000,2.1733146359140036,0.25978915662650603,0.605877806866188
17,17,9,1.0,0.5,10000,2.0648854801697274,0.3185240963855422,0.5922423303666224
17,17,9,1.0,0.5,20000,1.9533408454672578,0.2447289156626506,0.4348191204174098
17,17,9,1.0,0.9,5000,2.080861108207219,0.3125,0.5970609039859209
17,17,9,1.0,0.9,10000,1.9876354545116555,0.35768072289156627,0.5796549964207693
17,17,9,1.0,0.9,20000,1.921448446415105,0.3064759036144578,0.47832078229388864
17,17,9,1.5,0.1,5000,2.8864355359804383,0.09563253012048192,0.9328797661688043
17,17,9,1.5,0.1,10000,2.5943103598455015,0.0783132530120482,0.7085778815647841
17,17,9,1.5,0.1,20000,2.477367739606883,0.06325301204819277,0.6101032711662588
17,17,9,1.5,0.5,5000,2.408027497611,0.09412650602409639,0.5942387160865575
17,17,9,1.5,0.5,10000,2.325874842335155,0.12048192771084337,0.564520956502948
17,17,9,1.5,0.5,20000,2.2637863639533227,0.10768072289156627,0.5071038682241288
17,17,9,1.5,0.9,5000,2.383060424295286,0.1460843373493976,0.6321606089798811
17,17,9,1.5,0.9,10000,2.3334808792486945,0.1588855421686747,0.6109090740785785
17,17,9,1.5,0.9,20000,2.287969591964472,0.14231927710843373,0.561147868205799
19,19,10,0.5,0.1,5000,1.7447082413533535,0.9759036144578314,1.0690148296866435
19,19,10,0.5,0.1,10000,1.691298896593295,0.9819277108433735,1.0378247052449505
19,19,10,0.5,0.1,20000,1.6560047625346506,0.9887048192771084,1.020201008745461
19,19,10,0.5,0.5,5000,1.6273299665781866,0.9819277108433735,0.9927594529364442
19,19,10,0.5,0.5,10000,1.6924058991903073,0.9698795180722891,1.0257324900426879
19,19,10,0.5,0.5,20000,1.8531010097075238,0.8772590361445783,1.0399858946063882
19,19,10,0.5,0.9,5000,1.705548259410257,0.963855421686747,1.028555064525766
19,19,10,0.5,0.9,10000,1.9061196145044406,0.9103915662650602,1.112735019913136
19,19,10,0.5,0.9,20000,1.8611819254719877,0.8433734939759037,1.0094760559452096
19,19,10,1.0,0.1,5000,2.5436690014272916,0.8064759036144579,1.4508582812195423
19,19,10,1.0,0.1,10000,2.4413073882821608,0.37123493975903615,0.9137418766041292
19,19,10,1.0,0.1,20000,2.177782675533475,0.24021084337349397,0.5881083448260082
19,19,10,1.0,0.5,5000,1.9820304977513412,0.3335843373493976,0.5499622123017192
19,19,10,1.0,0.5,10000,1.8812812005792794,0.29743975903614456,0.4403694341618787
19,19,10,1.0,0.5,20000,1.8003018717636785,0.29292168674698793,0.3784935529150475
19,19,10,1.0,0.9,5000,1.8973081959084577,0.33509036144578314,0.4918854986469523
19,19,10,1.0,0.9,10000,1.7612547934576008,0.32680722891566266,0.3871881458368578
19,19,10,1.0,0.9,20000,1.719055911461952,0.29819277108433734,0.3268884013468949
19,19,10,1.5,0.1,5000,2.8357516914944183,0.1302710843373494,0.9341809187886801
19,19,10,1.5,0.1,10000,2.501414944983431,0.07454819277108433,0.6391117829203743
19,19,10,1.5,0.1,20000,2.3073724285734505,0.06927710843373494,0.4967798988415743
19,19,10,1.5,0.5,5000,2.2332032058147377,0.10542168674698796,0.48314492825638394
19,19,10,1.5,0.5,10000,2.1635445517579535,0.11295180722891567,0.44211639404717473
19,19,10,1.5,0.5,20000,2.061777136541153,0.1144578313253012,0.3720316268789091
19,19,10,1.5,0.9,5000,2.198402698159432,0.11521084337349398,0.46908700584744356
19,19,10,1.5,0.9,10000,2.1641680528305147,0.13855421686746988,0.4699088199769318
19,19,10,1.5,0.9,20000,2.0871209970470015,0.13855421686746988,0.41563020365973646
