phewas_string,x,y,p_values,odds_ratios,snps,cluster
Altered mental status,15,16,"[0.04127, 0.01096, 0.04135, 0.03797, 0.02495]","[0.875, 1.528, 1.234, 0.825, 1.367]","['A_0301', 'B_1401', 'C_0802', 'DQB1_0603', 'DRB1_1401']",4
Amblyopia,15,11,"[0.01081, 0.004131]","[1.728, 1.918]","['DQA1_0301', 'DRB1_0401']",4
Anal and rectal polyp,18,17,"[0.009351, 0.04489, 0.01314, 0.03999]","[3.446, 1.976, 2.94, 0.381]","['B_3503', 'B_4001', 'B_5501', 'DQB1_0302']",4
"Anomalies of respiratory system, congenital",10,14,"[0.04074, 0.02086, 0.02474, 0.04771]","[2.423, 1.614, 1.619, 1.561]","['B_3503', 'DQA1_0101', 'DQB1_0501', 'DRB1_0101']",4
Anorexia,14,12,"[0.01461, 0.03434, 0.00692]","[1.587, 1.323, 1.514]","['A_2501', 'B_4001', 'B_5701']",4
Aphakia and other disorders of lens,14,11,[0.02671],[0.484],['DPA1_0201'],4
Apnea,16,15,"[0.001246, 0.008851, 0.03848, 0.003768, 0.01914]","[3.684, 2.355, 1.598, 3.208, 3.009]","['A_3001', 'A_3101', 'B_0801', 'B_3503', 'DRB1_0407']",4
Arrhythmia (cardiac) NOS,17,14,"[0.002326, 0.001064, 0.0004944, 0.02426]","[1.401, 1.388, 1.413, 1.465]","['A_3201', 'B_2705', 'C_0202', 'DRB1_0103']",4
Asthma,14,18,"[0.04373, 0.0008176, 0.04227, 0.03326, 0.04997, 0.0257, 0.0199]","[0.682, 1.62, 1.113, 1.126, 0.881, 1.379, 1.376]","['B_3801', 'C_1402', 'DPA1_0103', 'DPA1_0201', 'DPB1_0301', 'DPB1_1401', 'DRB1_0901']",4
Basal cell carcinoma,16,11,"[0.03038, 0.02941, 0.0007456, 0.0004989, 0.006266, 0.02006, 0.03192, 0.003861, 0.002071, 0.02836, 0.02943, 0.007006, 0.03929, 0.04692]","[1.366, 0.548, 1.971, 2.353, 0.493, 0.682, 1.515, 0.392, 1.454, 0.689, 1.326, 2.087, 0.724, 1.427]","['A_2402', 'A_2902', 'B_1402', 'B_3503', 'B_4403', 'C_0501', 'C_0802', 'C_1601', 'DQA1_0101', 'DQB1_0202', 'DQB1_0501', 'DRB1_0103', 'DRB1_0401', 'DRB1_0404']",4
Benign neoplasm of bone and articular cartilage,14,11,"[0.03244, 0.003393, 0.007894, 0.02291]","[1.901, 0.455, 0.451, 0.263]","['C_0202', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101']",4
Benign neoplasm of other endocrine glands and related structures,14,15,"[0.03212, 0.02135, 0.02868, 0.02525, 0.02588]","[1.382, 0.195, 1.555, 0.713, 2.155]","['A_0301', 'B_1402', 'B_4403', 'DQA1_0501', 'DQB1_0502']",4
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),14,11,"[0.03697, 0.0325, 0.03283]","[1.611, 0.604, 0.409]","['B_1501', 'DPA1_0201', 'DPB1_0101']",4
Bone cancer,15,11,"[0.006594, 0.0359, 0.03352]","[1.565, 1.264, 1.305]","['B_5101', 'DQA1_0301', 'DRB1_0401']",4
Bone marrow or stem cell transplant,17,11,"[0.02336, 0.03318, 0.02995, 0.01074, 0.008089, 0.03935, 0.03194, 0.01644, 0.04481, 0.02828, 0.04113]","[1.302, 1.283, 0.459, 1.339, 1.337, 0.792, 0.747, 1.325, 1.456, 0.741, 1.271]","['A_0301', 'B_0702', 'B_1402', 'C_0702', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_1501']",4
Cancer of tongue,13,12,"[0.01584, 0.04367, 0.04957, 0.0339, 0.01705, 0.007036, 0.004365, 0.02917, 0.02499, 0.03997, 0.009974, 0.004204, 0.02609, 0.03989]","[1.741, 0.521, 0.47, 1.312, 1.382, 1.834, 0.686, 0.615, 1.339, 1.342, 0.677, 2.221, 1.336, 0.742]","['A_2501', 'A_6801', 'B_1402', 'DPA1_0201', 'DPB1_0301', 'DPB1_1101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0407', 'DRB1_0701', 'DRB1_1501']",4
Candidiasis of skin and nails,14,13,[0.005696],[2.985],['DRB1_0901'],4
Cardiac conduction disorders,17,14,"[0.02561, 0.03431, 0.01474, 0.0347, 0.04204]","[1.204, 0.729, 0.835, 0.838, 1.144]","['A_3201', 'B_3801', 'B_4403', 'C_1601', 'DPB1_0101']",4
Cardiac dysrhythmias,17,14,"[0.03055, 0.00418, 0.04128, 0.04335, 0.001613, 0.006324, 0.04741]","[0.889, 1.176, 1.089, 0.826, 0.857, 0.86, 0.82]","['A_2902', 'A_3201', 'B_1501', 'B_3801', 'B_4403', 'C_1601', 'DQB1_0502']",4
Cardiac pacemaker in situ,17,14,"[0.002486, 0.0472, 0.03793, 0.01542]","[1.448, 0.79, 1.402, 1.57]","['A_3201', 'B_4403', 'C_0704', 'DPB1_1701']",4
Cardiac pacemaker/device in situ,17,14,"[0.006282, 0.04955, 0.006952, 0.04901, 0.04877]","[1.349, 0.818, 1.552, 1.139, 1.139]","['A_3201', 'B_4403', 'DPB1_1701', 'DQA1_0201', 'DRB1_0701']",4
Chemotherapy,12,15,"[0.04437, 0.005778]","[0.806, 1.18]","['A_2301', 'DQB1_0303']",4
"Chronic Kidney Disease, Stage IV",15,17,"[0.04931, 0.02583, 0.008452, 0.03721, 0.0273, 0.02059, 0.02472]","[1.428, 1.207, 1.542, 0.81, 1.639, 1.514, 0.798]","['A_2501', 'DQA1_0501', 'DQB1_0402', 'DQB1_0602', 'DRB1_0103', 'DRB1_0801', 'DRB1_1501']",4
Chronic cystitis,16,17,"[0.028, 0.0214, 0.0001595]","[2.49, 2.301, 6.18]","['B_5701', 'C_0303', 'DQB1_0502']",4
Chronic dermatitis due to solar radiation,17,18,"[0.04826, 0.004516, 0.02263, 0.0007405, 0.0008823, 0.02472, 0.0009656]","[0.645, 0.501, 0.564, 1.411, 1.423, 1.561, 2.156]","['A_2902', 'B_2705', 'C_0102', 'DPA1_0103', 'DPA1_0201', 'DPB1_1101', 'DRB1_0407']",4
"Chronic glomerulonephritis, NOS",17,11,"[0.02604, 0.01858, 0.01104, 0.004826, 0.0187, 0.02316, 0.001859]","[1.671, 0.394, 1.779, 1.906, 0.435, 0.407, 2.03]","['B_0702', 'B_4402', 'C_0702', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301']",4
Chronic laryngitis,14,16,"[0.02596, 0.03849, 0.03044, 0.0431, 0.01381, 0.0412, 0.0172, 0.02314]","[1.61, 0.298, 2.499, 0.396, 2.365, 0.303, 2.56, 0.533]","['A_2402', 'A_2902', 'B_1401', 'B_4403', 'C_0704', 'C_1601', 'DQB1_0502', 'DRB1_0401']",4
Chronic liver disease and cirrhosis,13,11,"[0.0341, 0.02101, 0.0336, 0.001084, 0.01071, 0.006722, 0.03195, 0.04638, 0.004774, 0.02424, 0.01294, 0.01277, 0.002929, 0.03424, 0.001313, 0.0005515, 0.0001018, 0.005914, 0.001518, 0.03016, 0.002248, 0.001043, 0.00594]","[1.145, 0.849, 1.199, 1.248, 1.558, 1.273, 0.778, 0.774, 1.197, 1.16, 1.247, 1.192, 0.826, 1.154, 1.239, 1.285, 0.772, 0.819, 1.236, 1.157, 0.704, 0.503, 0.821]","['A_0101', 'A_0301', 'A_1101', 'B_0801', 'B_1401', 'B_3501', 'B_5101', 'B_5701', 'C_0701', 'DPA1_0201', 'DPB1_0101', 'DPB1_0301', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1501']",4
Chronic pericarditis,14,17,"[0.03102, 0.003726, 0.01343, 0.04129, 0.007441]","[0.549, 2.039, 3.149, 2.06, 2.195]","['A_0101', 'A_2402', 'B_1401', 'DQA1_0401', 'DRB1_1302']",4
Cirrhosis of liver without mention of alcohol,13,11,"[0.01488, 0.02092, 0.004741, 0.03552, 0.04034, 0.03166, 0.008261, 0.02067, 0.01029, 0.02169, 0.003909, 0.008681, 5.019e-05, 0.000297, 0.03507, 0.02497, 0.01007, 0.004062, 0.003377, 0.04204]","[1.215, 0.811, 1.274, 1.58, 0.731, 0.693, 1.236, 1.228, 1.493, 0.829, 1.273, 1.248, 1.436, 0.733, 0.637, 0.814, 1.243, 1.272, 0.639, 0.832]","['A_0101', 'A_0301', 'B_0801', 'B_1401', 'B_5101', 'B_5701', 'C_0701', 'DPB1_0301', 'DPB1_1101', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0503', 'DQB1_0602', 'DRB1_0301', 'DRB1_0701', 'DRB1_1101', 'DRB1_1501']",4
Congenital anomalies of face and neck,13,14,"[0.008611, 0.004818]","[1.51, 2.406]","['A_0201', 'DRB1_1401']",4
Congenital anomalies of skull and face bones,13,14,[0.041],[2.429],['DRB1_1401'],4
"Conjunctivitis, infectious",9,14,[0.02444],[1.389],['DQA1_0101'],4
Corneal opacity and other disorders of cornea,13,13,"[0.003299, 0.01582, 0.04637, 0.0004575, 0.01584]","[0.648, 1.459, 0.735, 1.771, 1.459]","['DPB1_0401', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DRB1_0701']",4
Cystitis and urethritis,13,16,"[0.04901, 0.02462, 0.04455]","[1.675, 1.493, 1.79]","['B_3503', 'C_1203', 'DQB1_0502']",4
Delay in sexual development and puberty NEC,12,13,"[0.04442, 0.04038, 0.02434]","[2.454, 0.472, 2.076]","['B_5701', 'DQA1_0501', 'DRB1_0701']",4
Delirium due to conditions classified elsewhere,14,11,"[0.04836, 0.02034]","[1.268, 1.908]","['DPA1_0103', 'DPB1_1401']",4
Dermatitis due to solar radiation,17,18,"[0.0159, 0.00352, 0.03498, 0.0009216, 0.0005979, 0.04862, 0.001536]","[0.587, 0.509, 0.613, 1.381, 1.416, 1.467, 2.05]","['A_2902', 'B_2705', 'C_0102', 'DPA1_0103', 'DPA1_0201', 'DPB1_1101', 'DRB1_0407']",4
Diabetes insipidus,11,14,"[0.04484, 0.0258, 0.006411, 0.03712]","[0.237, 1.757, 2.28, 1.694]","['DPB1_0101', 'DQB1_0602', 'DRB1_1101', 'DRB1_1501']",4
Diabetic retinopathy,12,17,"[0.0423, 0.02924, 0.01878, 3.191e-05, 0.04102, 1.248e-05, 0.02414, 0.01666, 0.003789, 0.001372, 0.0135, 0.03925, 0.04828, 0.01593, 0.01046, 6.044e-05, 0.04906, 1.713e-05, 0.001179, 2.801e-11, 8.342e-05, 1.905e-09, 3.108e-06, 0.03569, 1.347e-11, 4.102e-05, 0.04889, 9.824e-07]","[1.244, 0.678, 0.745, 1.585, 0.533, 1.744, 1.452, 0.372, 1.433, 1.406, 0.738, 0.598, 1.265, 0.716, 1.77, 0.627, 0.779, 1.554, 1.394, 2.019, 0.625, 1.92, 0.515, 0.68, 2.042, 1.585, 0.779, 0.5]","['A_0101', 'A_1101', 'B_0702', 'B_0801', 'B_1402', 'B_1501', 'B_1801', 'B_5501', 'C_0304', 'C_0701', 'C_0702', 'C_0802', 'DPB1_0301', 'DPB1_0402', 'DPB1_1301', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0701', 'DRB1_1501']",4
Diffuse diseases of connective tissue,12,14,"[8.502e-05, 0.005832, 0.04629, 4.39e-11, 0.003541, 0.01603, 0.04821, 1.616e-08, 0.0487, 0.002621, 0.04489, 0.0009725, 1.567e-06, 9.679e-11, 0.002131, 1.302e-10, 0.0009693]","[1.381, 1.572, 0.689, 1.745, 0.586, 0.396, 0.765, 1.584, 0.815, 0.427, 1.453, 0.715, 1.465, 1.717, 0.699, 1.713, 0.715]","['A_0101', 'A_2501', 'A_6801', 'B_0801', 'B_2705', 'B_3801', 'C_0303', 'C_0701', 'DPB1_0301', 'DPB1_1101', 'DPB1_1301', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DRB1_0301', 'DRB1_0701']",4
Diseases of pancreas,15,11,"[0.0183, 0.03254, 0.03649, 0.03834]","[1.235, 1.218, 1.191, 1.218]","['B_0702', 'DPB1_0201', 'DQA1_0301', 'DRB1_0401']",4
Diseases of spleen,11,15,"[0.007894, 0.004923, 0.006943, 0.03712, 0.02803]","[2.232, 2.489, 2.49, 2.627, 2.269]","['A_2902', 'DQA1_0401', 'DQB1_0402', 'DRB1_0103', 'DRB1_0801']",4
Diseases of the salivary glands,12,12,"[0.01306, 0.01474, 0.04594, 0.01046, 0.006167, 0.047, 0.01079]","[0.695, 2.315, 0.672, 1.483, 1.729, 0.694, 1.48]","['A_0201', 'B_4002', 'DPB1_0402', 'DQA1_0201', 'DQB1_0303', 'DQB1_0602', 'DRB1_0701']",4
Disorders of function of stomach,13,17,"[0.04149, 0.03362, 0.0026, 0.04158, 0.04964, 0.04855, 0.02932]","[1.253, 0.582, 1.334, 0.845, 1.171, 1.363, 1.436]","['B_4001', 'B_5501', 'C_0304', 'DQA1_0102', 'DQB1_0301', 'DQB1_0402', 'DRB1_0801']",4
Disorders of lipoid metabolism,17,10,"[0.00266, 0.02294, 0.001556, 0.002278, 0.02155, 0.04503, 0.04291, 0.02231, 0.0482, 0.001017, 0.005586, 0.02451, 0.004556, 0.0002066]","[0.904, 1.107, 1.131, 0.905, 0.879, 0.866, 1.173, 1.108, 1.14, 0.895, 1.175, 1.112, 1.158, 0.883]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DPB1_1301', 'DQA1_0103', 'DQB1_0503', 'DQB1_0602', 'DQB1_0604', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",4
"Disorders of muscle, ligament, and fascia",12,16,"[0.004638, 0.03123, 0.0003976, 0.004922, 0.03788, 0.01353, 0.02142, 0.04642, 0.0164, 0.03676, 0.01499, 0.0232]","[3.745, 2.09, 2.884, 3.079, 1.703, 0.557, 0.52, 1.813, 0.424, 1.866, 2.068, 0.461]","['B_4002', 'B_5701', 'C_0202', 'C_0704', 'DPB1_0301', 'DPB1_0401', 'DQA1_0102', 'DQA1_0103', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",4
Disorders of penis,18,11,"[0.01661, 0.0333, 0.02308, 0.01918, 0.0429]","[1.643, 0.439, 1.427, 1.868, 0.306]","['B_5101', 'C_1601', 'DPB1_0301', 'DPB1_0501', 'DPB1_1101']",4
Disturbance of salivary secretion,12,12,"[0.004801, 0.006543, 0.04631, 0.004923]","[1.793, 2.035, 0.552, 1.79]","['DQA1_0201', 'DQB1_0303', 'DRB1_0401', 'DRB1_0701']",4
Disturbance of skin sensation,9,18,"[0.00399, 0.03404, 0.01463, 0.009659, 0.02926, 0.00842, 0.0419, 0.007397, 0.002353, 0.005635]","[1.204, 1.161, 1.173, 1.308, 0.551, 1.194, 1.136, 1.199, 0.69, 1.204]","['A_0101', 'B_0801', 'C_0701', 'C_1203', 'C_1402', 'DPB1_0401', 'DQA1_0102', 'DQB1_0602', 'DRB1_0404', 'DRB1_1501']",4
Duodenitis,17,14,"[0.004819, 0.02714, 0.04877]","[2.655, 3.154, 0.242]","['A_3201', 'B_4002', 'DQA1_0103']",4
Dyspareunia,13,16,"[0.04372, 0.002324, 0.02523, 0.02763, 0.005153]","[2.569, 2.745, 2.168, 2.209, 1.976]","['B_3503', 'C_0102', 'C_1203', 'DPA1_0202', 'DQB1_0301']",4
Early onset of delivery,14,10,"[0.02122, 0.04178, 0.01499]","[2.738, 1.77, 3.171]","['A_2601', 'DQA1_0101', 'DRB1_1401']",4
Erythematous conditions,9,18,"[0.03353, 0.0164, 0.0009599, 0.03566, 0.02777, 0.0303, 0.0004611, 0.01825, 0.04786, 0.0004044]","[0.741, 0.479, 1.232, 0.806, 1.166, 0.553, 1.269, 1.179, 0.808, 1.269]","['A_6801', 'B_4002', 'DQA1_0102', 'DQA1_0103', 'DQB1_0201', 'DQB1_0502', 'DQB1_0602', 'DRB1_0301', 'DRB1_1301', 'DRB1_1501']",4
Fluid overload,17,10,"[0.0355, 0.0007691, 0.04128, 0.02429, 0.002681, 0.03965, 0.04295, 0.04662, 0.03773, 0.005112, 0.03669, 0.03308, 0.004751, 0.03123]","[0.799, 0.299, 1.218, 0.812, 0.635, 0.794, 1.146, 0.854, 0.791, 1.395, 1.171, 0.578, 1.358, 0.845]","['B_1501', 'B_3801', 'B_4001', 'C_0401', 'C_1203', 'DQA1_0103', 'DQA1_0501', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0901', 'DRB1_1302', 'DRB1_1501']",4
Fracture of unspecified bones,9,14,"[0.01648, 0.04418, 0.03311, 0.04637]","[0.75, 0.567, 0.535, 1.186]","['A_2402', 'C_0704', 'DPB1_1301', 'DQA1_0101']",4
Fracture of unspecified part of femur,13,17,"[0.003691, 0.04512, 0.02857, 0.01124, 0.02795, 0.02447, 0.04266, 0.04604]","[0.598, 1.444, 1.421, 0.654, 0.452, 1.362, 1.361, 0.313]","['B_0702', 'B_4001', 'C_0602', 'C_0702', 'C_1601', 'DQB1_0301', 'DRB1_0401', 'DRB1_1104']",4
Frequency of urination and polyuria,11,14,"[0.007178, 0.03315, 0.02064, 0.03361, 0.0005566, 0.04525]","[0.857, 0.646, 1.354, 1.199, 1.349, 1.191]","['A_0201', 'B_4901', 'B_5501', 'C_0303', 'DRB1_1101', 'DRB1_1301']",4
"Ganglion and cyst of synovium, tendon, and bursa",12,18,"[0.03199, 0.0293, 0.02544, 0.03225, 0.01911, 0.03737, 0.02631, 0.02518, 0.04044, 0.02506]","[1.473, 1.561, 2.164, 1.54, 1.46, 1.421, 1.565, 1.438, 0.128, 1.591]","['C_0304', 'DPB1_0101', 'DPB1_1401', 'DQA1_0103', 'DQB1_0201', 'DQB1_0302', 'DQB1_0603', 'DRB1_0301', 'DRB1_0801', 'DRB1_1301']",4
Gastric ulcer,15,12,"[0.02254, 0.009496, 0.02504, 0.01287, 0.02131, 0.003625, 0.01042, 0.0161, 0.02223]","[0.49, 0.587, 2.172, 0.612, 1.741, 1.625, 0.636, 0.61, 0.633]","['A_1101', 'B_0702', 'B_3503', 'C_0702', 'C_1203', 'DPB1_0201', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",4
Generalized anxiety disorder,14,11,"[0.01436, 0.04529, 0.01711, 0.02002, 0.00564]","[1.534, 0.31, 1.706, 1.303, 1.386]","['B_1801', 'B_3801', 'B_5501', 'DPA1_0103', 'DPA1_0201']",4
Genital prolapse,9,15,"[0.02573, 0.0166, 0.03931, 0.02881, 0.01035, 0.0382, 0.04536, 0.03614, 0.04392]","[1.616, 1.442, 0.638, 0.784, 1.7, 1.535, 1.224, 1.249, 1.64]","['A_2301', 'B_1801', 'B_5701', 'C_0702', 'C_0704', 'DPB1_1001', 'DQA1_0101', 'DQB1_0501', 'DRB1_1201']",4
Gingivitis,15,11,"[0.004693, 0.01642, 0.02668]","[2.15, 0.69, 0.644]","['A_2301', 'DQA1_0301', 'DRB1_0401']",4
Glomerulonephritis,15,17,"[0.0477, 0.01225, 0.03152, 0.03506]","[1.316, 0.629, 0.678, 1.931]","['B_0801', 'B_4402', 'C_0501', 'DRB1_0103']",4
Gross hematuria,10,18,"[0.0448, 0.03498, 0.02787, 0.0268, 0.03361]","[0.734, 1.749, 2.241, 2.157, 1.756]","['A_0201', 'A_3101', 'B_4002', 'DPB1_1401', 'DQA1_0401']",4
Heartburn,13,17,"[0.03151, 0.04623, 0.0356, 0.003071, 0.01927, 0.04848, 0.02719, 0.0301, 0.04941]","[0.513, 1.713, 0.575, 0.312, 1.63, 0.642, 0.516, 0.522, 1.573]","['B_0801', 'B_4001', 'C_0701', 'DPB1_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0401']",4
"Hemangioma and lymphangioma, any site",11,14,"[0.01708, 0.02721]","[0.581, 1.579]","['C_0501', 'DRB1_1101']",4
Hematemesis,15,11,"[0.02235, 0.00821, 0.0454, 0.04045, 0.04133, 0.03002]","[1.414, 1.906, 0.403, 1.406, 1.354, 1.429]","['A_0101', 'A_3101', 'DPA1_0202', 'DPB1_0301', 'DQA1_0301', 'DRB1_0401']",4
Hidradenitis,15,14,"[0.03907, 0.0258, 0.005255, 0.01463]","[1.908, 1.979, 2.391, 2.167]","['B_0702', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",4
Histoplasmosis,17,13,"[0.03435, 0.0339, 0.001705, 0.00943, 0.04744, 0.04801, 0.02542, 0.03208, 0.0252]","[1.694, 0.403, 3.519, 0.262, 1.628, 2.334, 0.354, 1.716, 1.749]","['A_0301', 'B_4402', 'B_4901', 'C_0501', 'C_0701', 'C_1502', 'DQB1_0202', 'DQB1_0602', 'DRB1_1501']",4
Hodgkin's disease,14,11,[0.04309],[0.742],['DPA1_0201'],4
Hx of malignant neoplasm of oral cavity and pharynx,13,12,"[0.005512, 0.04016, 0.02934, 0.006541, 0.001944, 0.01388, 0.006208, 0.007872, 0.02127, 0.000228, 0.01133, 0.0001489, 0.03307, 0.0007357, 0.005281, 0.04901, 0.01621, 0.0002519, 0.0376]","[1.347, 1.27, 1.58, 0.353, 0.547, 1.511, 1.4, 0.471, 1.293, 2.001, 0.752, 1.52, 1.275, 1.503, 0.696, 1.253, 1.869, 1.499, 0.771]","['A_0101', 'B_0801', 'B_1302', 'B_1402', 'B_1501', 'B_5701', 'C_0602', 'C_0802', 'DPA1_0201', 'DPB1_1101', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0301', 'DRB1_0407', 'DRB1_0701', 'DRB1_1501']",4
Hydrocephalus,15,13,"[0.006054, 0.03865, 0.006291, 0.04197, 0.006425, 0.003036]","[1.362, 0.612, 1.353, 1.451, 1.66, 1.764]","['B_0702', 'C_0202', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",4
Hypercholesterolemia,17,10,"[0.002194, 0.006552, 0.001819, 0.0009648, 0.01122, 0.02383, 0.009849, 0.00914, 0.00857, 0.004849]","[0.869, 1.174, 1.175, 0.862, 0.819, 0.797, 0.889, 1.223, 1.199, 0.88]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",4
Hyperglyceridemia,9,14,"[0.04207, 0.01044, 0.02263, 0.00488, 0.04762]","[1.494, 1.465, 0.703, 0.628, 0.539]","['DPB1_0101', 'DQA1_0101', 'DQA1_0301', 'DQB1_0301', 'DRB1_1101']",4
Hyperhidrosis,17,14,"[0.0302, 0.01573, 0.0034]","[2.014, 1.895, 2.415]","['A_3201', 'B_4001', 'C_0102']",4
Hyperlipidemia,17,10,"[0.002197, 0.01806, 0.001065, 0.001945, 0.02213, 0.03867, 0.03818, 0.02433, 0.04556, 0.0008348, 0.007068, 0.02756, 0.005377, 0.0001692]","[0.903, 1.111, 1.136, 0.903, 0.879, 0.862, 1.178, 1.107, 1.142, 0.893, 1.17, 1.109, 1.156, 0.882]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_1601', 'DPB1_1101', 'DPB1_1301', 'DQA1_0103', 'DQB1_0503', 'DQB1_0602', 'DQB1_0604', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",4
Hypersomnia,15,18,"[0.0149, 0.006328, 0.01707]","[3.555, 2.846, 0.479]","['B_3901', 'DQA1_0401', 'DQA1_0501']",4
