phewas_string,x,y,p_values,odds_ratios,snps,cluster
Back pain,5,0,"[0.03748, 0.03192, 0.01625, 0.01561]","[1.16, 1.226, 0.899, 0.891]","['A_6801', 'DPB1_1301', 'DQB1_0501', 'DRB1_0101']",1
Bacterial pneumonia,5,4,"[0.007604, 0.04534, 0.04274, 0.01859, 0.007598, 0.01867, 0.005058, 0.02393, 0.007011]","[1.697, 1.32, 0.825, 0.778, 1.404, 1.203, 1.266, 1.235, 1.255]","['A_3001', 'A_6801', 'B_0801', 'C_0401', 'C_1601', 'DPA1_0103', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Bariatric surgery,1,5,"[0.04584, 0.03857]","[0.312, 1.749]","['A_2601', 'B_1302']",1
Barrett's esophagus,2,6,"[0.01852, 0.03846, 0.02448, 0.04261, 0.02548, 0.01876]","[1.632, 1.892, 2.316, 2.363, 1.895, 0.541]","['A_2402', 'B_1402', 'B_3503', 'B_3901', 'DPA1_0202', 'DPB1_0402']",1
Benign neoplasm of adrenal gland,5,6,"[0.04753, 0.04113, 0.009866, 0.04967, 0.04022, 0.01917, 0.02446]","[3.273, 1.816, 0.155, 2.015, 0.294, 3.415, 2.233]","['B_4002', 'DQA1_0301', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_0901', 'DRB1_1301']",1
Benign neoplasm of brain and other parts of nervous system,5,3,"[0.01257, 0.02095, 0.02886, 0.02289]","[1.701, 1.367, 1.387, 1.586]","['DPB1_1001', 'DQA1_0103', 'DRB1_0404', 'DRB1_1104']",1
"Benign neoplasm of brain, cranial nerves, meninges",5,3,"[0.007433, 0.005437, 0.04726, 0.0421, 0.01184]","[1.791, 1.468, 0.765, 1.546, 1.44]","['DPB1_1001', 'DQA1_0103', 'DRB1_0401', 'DRB1_1104', 'DRB1_1301']",1
Benign neoplasm of colon,7,0,"[0.0248, 0.02147, 0.02199, 0.004869, 0.04623]","[0.892, 1.278, 1.433, 1.294, 0.797]","['A_0201', 'B_1402', 'B_4002', 'C_0802', 'DPA1_0202']",1
Benign neoplasm of respiratory and intrathoracic organs,9,0,"[0.02859, 0.01352]","[1.589, 1.678]","['B_4402', 'C_0501']",1
Benign neoplasm of skin,6,2,"[0.001077, 0.01453, 0.01494, 0.004143, 0.008426]","[1.445, 1.437, 1.213, 1.254, 1.242]","['A_2601', 'B_3801', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",1
Blindness and low vision,2,2,"[0.007459, 0.0001123, 0.01761, 0.03451, 0.03248, 0.02785, 0.0241, 0.03752]","[2.164, 2.314, 1.499, 0.569, 1.38, 0.491, 1.38, 0.583]","['A_3001', 'B_1302', 'B_4001', 'B_4403', 'C_0602', 'C_1601', 'DQB1_0302', 'DRB1_1101']",1
Breast cancer,2,1,"[0.01574, 0.0352, 0.0007168, 0.00203, 0.02748, 0.03551]","[1.193, 0.757, 0.816, 0.804, 0.627, 0.725]","['A_2402', 'DQA1_0401', 'DQB1_0301', 'DRB1_0401', 'DRB1_0407', 'DRB1_0801']",1
Breast cancer [female],2,1,"[0.01851, 0.003467, 0.001213, 0.02, 0.04724, 0.006797, 0.04774, 0.02539, 0.005426]","[1.195, 0.656, 0.818, 0.712, 1.378, 0.821, 1.204, 0.611, 0.627]","['A_2402', 'DQA1_0401', 'DQB1_0301', 'DQB1_0402', 'DRB1_0103', 'DRB1_0401', 'DRB1_0404', 'DRB1_0407', 'DRB1_0801']",1
"Breast conditions, congenital or relating to hormones",3,4,"[0.03642, 0.01564]","[1.615, 2.158]","['B_1501', 'DPB1_1101']",1
Bronchiectasis,4,3,"[0.0499, 0.005517, 0.009126]","[0.411, 0.285, 1.451]","['B_1402', 'C_0802', 'DQB1_0302']",1
Bronchopneumonia and lung abscess,8,4,"[0.03857, 0.04694, 0.02868, 0.02131, 0.01697]","[2.244, 1.442, 1.695, 0.261, 2.4]","['B_4002', 'B_4402', 'C_0202', 'C_0802', 'DRB1_0407']",1
Calculus of bile duct,4,1,"[0.01296, 0.001965, 0.04963, 0.03478, 0.03237]","[1.607, 2.662, 0.369, 1.486, 1.909]","['A_2402', 'B_3503', 'C_0102', 'C_0401', 'DRB1_0801']",1
Cancer of brain,1,2,"[0.0307, 0.03567, 0.01551, 0.04613, 0.01035, 0.0188, 0.03926, 0.01815, 0.02428]","[0.809, 1.224, 1.6, 1.588, 1.506, 0.778, 1.316, 1.49, 0.786]","['A_0101', 'DPB1_0401', 'DPB1_1001', 'DPB1_1401', 'DQA1_0401', 'DQB1_0201', 'DQB1_0303', 'DQB1_0402', 'DRB1_0301']",1
Cancer of brain and nervous system,1,2,"[0.01475, 0.01626, 0.01695, 0.002551, 0.03292, 0.0061, 0.04315, 0.003684, 0.008245, 0.03595, 0.01624]","[0.795, 0.777, 1.566, 1.574, 0.833, 0.753, 1.296, 1.582, 0.761, 0.421, 1.515]","['A_0101', 'B_0801', 'DPB1_1001', 'DQA1_0401', 'DQA1_0501', 'DQB1_0201', 'DQB1_0303', 'DQB1_0402', 'DRB1_0301', 'DRB1_0407', 'DRB1_0801']",1
Cancer of hypopharynx,8,4,"[0.04645, 0.04096, 0.04148]","[1.95, 0.126, 3.411]","['B_4402', 'C_0304', 'DRB1_0407']",1
Cancer of kidney and renal pelvis,1,2,"[0.03598, 0.009258, 0.03718, 0.02009, 0.04267, 0.009192, 0.02163]","[0.809, 0.624, 1.482, 1.476, 1.435, 0.733, 1.533]","['A_0101', 'B_4403', 'DPB1_0501', 'DQA1_0401', 'DQB1_0402', 'DRB1_0401', 'DRB1_0801']",1
Cancer of liver and intrahepatic bile duct,6,3,"[0.00369, 0.0174]","[1.934, 0.34]","['A_3101', 'C_0102']",1
Cancer of major salivary glands,9,0,"[0.001432, 2.005e-05, 0.005053]","[2.095, 2.611, 3.317]","['B_4402', 'C_0501', 'DQB1_0502']",1
Cancer of the mouth floor,9,0,"[0.0002679, 0.04576, 0.01819]","[3.749, 1.753, 1.923]","['A_2501', 'B_4402', 'C_0501']",1
Cancer of urinary organs (incl. kidney and bladder),1,2,"[0.02825, 0.03127, 0.04382, 0.00717, 0.01378, 0.03579, 0.00256, 0.02307]","[0.849, 1.372, 0.8, 1.411, 1.396, 0.791, 0.767, 1.392]","['A_0101', 'DPB1_0501', 'DQA1_0103', 'DQA1_0401', 'DQB1_0402', 'DQB1_0603', 'DRB1_0401', 'DRB1_0801']",1
"Cancer, suspected or other",8,0,"[0.004556, 0.04864, 0.02627, 0.04068, 0.02993, 0.01373, 0.02374, 0.01574, 0.03932, 0.0167]","[0.837, 0.722, 1.401, 1.144, 1.153, 0.802, 0.816, 0.581, 1.138, 0.798]","['A_0301', 'A_2301', 'A_3001', 'B_4402', 'C_0501', 'DQA1_0103', 'DQB1_0603', 'DRB1_0103', 'DRB1_0401', 'DRB1_1301']",1
Cardiac arrest,3,1,"[0.0145, 0.04018, 0.02638, 0.0121, 0.04282]","[1.711, 0.569, 0.605, 2.522, 0.642]","['A_1101', 'DQB1_0202', 'DQB1_0602', 'DRB1_1201', 'DRB1_1501']",1
Cardiogenic shock,5,0,"[0.04001, 0.0357, 0.03615, 0.006859]","[1.859, 1.995, 0.653, 2.548]","['A_2501', 'DPB1_1301', 'DQA1_0101', 'DRB1_0407']",1
Cataract,2,2,"[0.03869, 0.03505]","[0.856, 0.854]","['B_4403', 'DRB1_1101']",1
Central origin vertigo,8,0,[0.04505],[1.96],['C_0501'],1
"Cerebral artery occlusion, with cerebral infarction",3,7,"[0.02325, 0.01231, 0.02916, 0.03434, 0.02113]","[1.216, 1.577, 1.195, 0.806, 0.775]","['C_0702', 'DPB1_1001', 'DQA1_0102', 'DQB1_0501', 'DRB1_0101']",1
Cerebral edema and compression of brain,4,5,"[0.002091, 0.01151, 0.01742, 0.04099, 0.01254]","[1.644, 1.716, 1.791, 0.357, 1.879]","['A_6801', 'DPB1_1001', 'DPB1_1401', 'DPB1_1701', 'DQB1_0502']",1
Cervical cancer,7,3,"[0.01917, 0.01274, 0.01573, 0.03014, 0.02114, 0.04675, 0.008111, 0.03356, 0.009048, 0.01855, 0.0111, 0.04038, 0.03164, 0.02121, 0.03901, 0.04371]","[1.501, 0.082, 1.706, 1.592, 0.31, 1.472, 1.643, 0.657, 1.559, 0.639, 0.582, 0.493, 1.477, 0.667, 0.639, 0.646]","['B_0702', 'B_1801', 'B_3501', 'B_4001', 'C_0202', 'C_0304', 'C_0401', 'C_0701', 'C_0702', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0301', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301']",1
Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],5,3,"[0.008494, 0.03864, 0.0382, 0.0393, 0.03547, 0.02487, 0.01394, 0.02771, 0.036, 0.02899]","[1.544, 0.493, 1.827, 1.975, 1.806, 0.557, 1.448, 1.517, 1.747, 0.545]","['A_2402', 'A_2902', 'C_0704', 'C_1402', 'DPB1_1001', 'DQA1_0103', 'DQB1_0302', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301']",1
Cervicalgia,6,0,"[0.02396, 0.03249, 0.01473, 0.03767, 0.03226, 0.04068]","[0.881, 0.752, 0.787, 0.819, 1.121, 1.162]","['A_0301', 'A_2501', 'B_2705', 'C_0202', 'DPA1_0201', 'DPB1_0101']",1
Chondrocalcinosis,1,2,"[0.009886, 0.002167, 0.04439]","[2.895, 4.333, 2.604]","['DQA1_0401', 'DRB1_0103', 'DRB1_0801']",1
"Chorioretinal inflammations, scars, and other disorders of choroid",3,7,"[0.04421, 0.03691, 0.008626]","[1.62, 0.122, 2.861]","['A_0201', 'B_4403', 'DPB1_1001']",1
Chromosomal anomalies,3,1,[0.0005303],[3.147],['DRB1_1201'],1
Chromosomal anomalies and genetic disorders,3,1,"[0.0435, 0.004317]","[0.236, 2.53]","['DPB1_1101', 'DRB1_1201']",1
Chronic airway obstruction,4,3,"[0.0355, 0.004827, 0.02918, 0.01856, 0.001199, 0.03643]","[1.134, 0.805, 0.696, 1.17, 0.819, 1.127]","['A_2402', 'B_3501', 'B_3801', 'B_4001', 'C_0401', 'C_0602']",1
Chronic lymphocytic thyroiditis,1,5,"[0.03511, 0.01266, 0.04507]","[1.5, 1.652, 0.239]","['A_0101', 'B_0801', 'DQB1_0604']",1
Chronic obstructive asthma,4,3,"[0.001151, 0.02006, 0.007754, 0.04649, 0.01316]","[2.142, 0.468, 0.523, 1.423, 1.964]","['A_3101', 'B_3501', 'C_0401', 'C_0602', 'DPB1_0601']",1
Chronic pain syndrome,5,2,"[0.02594, 0.02138, 0.04525, 0.03901, 0.0264, 0.0488]","[0.445, 1.518, 0.605, 1.477, 1.91, 0.368]","['B_3501', 'B_4402', 'C_0401', 'C_0602', 'DPB1_1101', 'DQB1_0604']",1
Chronic prostatitis,6,4,"[0.01193, 0.04384, 0.02503, 0.03521, 0.04101, 0.0238, 0.01306]","[3.951, 0.299, 0.419, 0.398, 1.812, 1.964, 3.121]","['B_3801', 'C_0401', 'DPA1_0103', 'DPA1_0201', 'DQA1_0102', 'DQB1_0602', 'DRB1_1104']",1
Chronic ulcer of unspecified site,3,7,"[0.04145, 0.0142]","[0.647, 2.095]","['DPB1_0402', 'DPB1_1001']",1
Chronic venous insufficiency [CVI],1,2,"[0.008353, 0.04963, 0.02252, 0.0255, 0.01834, 0.009819]","[2.045, 0.581, 1.591, 1.659, 1.727, 1.871]","['B_3701', 'B_5101', 'C_0802', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Coma,4,5,"[0.04749, 0.01251, 0.04376]","[1.953, 0.23, 2.545]","['A_6801', 'B_1501', 'DPB1_1401']",1
Complication due to other implant and internal device,1,3,"[0.03247, 0.04865]","[1.805, 1.264]","['B_3901', 'DPB1_0201']",1
Complication of colostomy or enterostomy,1,3,"[0.0009366, 0.0143, 0.04599]","[0.388, 0.459, 2.32]","['A_0301', 'DRB1_0101', 'DRB1_0103']",1
Complication of internal orthopedic device,1,3,"[0.04259, 0.001829, 0.02808, 0.02352, 0.04846, 0.04482]","[1.23, 2.197, 0.431, 1.267, 1.26, 0.642]","['A_0201', 'B_1401', 'B_5501', 'DQB1_0301', 'DRB1_0401', 'DRB1_1302']",1
"Complication of nervous system device, implant, and graft",1,3,"[0.01214, 0.03951, 0.03526]","[1.475, 1.55, 1.742]","['B_0702', 'DQB1_0303', 'DQB1_0503']",1
"Complications of gastrostomy, colostomy and enterostomy",1,5,[0.01146],[0.676],['A_0101'],1
Concussion,3,7,"[0.005556, 0.0479, 0.02195]","[3.321, 2.798, 1.915]","['DPB1_1001', 'DPB1_1701', 'DRB1_0101']",1
Conduct disorders,6,1,"[0.02116, 0.01435, 0.02816, 0.0172, 0.006692, 0.04687, 0.03558, 0.04968]","[1.517, 1.464, 0.427, 1.486, 0.556, 1.342, 1.659, 1.547]","['A_2402', 'B_0702', 'B_2705', 'C_0501', 'DPB1_0402', 'DQA1_0102', 'DQB1_0604', 'DRB1_1302']",1
Conductive hearing loss,2,2,"[0.04668, 0.005654, 0.04098, 0.04854]","[0.314, 1.738, 0.695, 0.693]","['B_3901', 'C_1502', 'DQB1_0603', 'DRB1_1301']",1
Congenital anomalies of the eye,2,3,[0.009892],[2.732],['DPA1_0202'],1
"Conjunctivitis, noninfectious",2,2,"[0.04483, 0.02515]","[0.54, 1.357]","['A_2501', 'DRB1_1301']",1
Contracture of tendon (sheath),5,7,"[0.03351, 0.01626, 0.04512, 0.03274, 0.03602, 0.01029, 0.0496, 0.04463]","[2.673, 1.809, 0.594, 1.726, 0.638, 1.726, 1.669, 1.71]","['B_1401', 'B_1501', 'DPA1_0201', 'DQA1_0103', 'DQA1_0501', 'DQB1_0302', 'DQB1_0603', 'DRB1_1301']",1
Coronary atherosclerosis,7,0,"[0.03997, 0.008993, 0.03145, 0.009667, 0.01661, 0.04426, 0.02682, 0.03116, 0.004668, 0.004183]","[0.834, 0.798, 0.778, 0.728, 1.332, 0.863, 0.92, 1.082, 0.888, 0.888]","['A_2601', 'B_1402', 'B_3503', 'B_3801', 'B_3901', 'C_0802', 'DQA1_0102', 'DQA1_0501', 'DQB1_0602', 'DRB1_1501']",1
Cramp of limb,6,4,"[0.007113, 0.03391, 0.0266]","[3.045, 0.516, 1.888]","['B_3801', 'DQB1_0201', 'DRB1_1101']",1
Crystal arthropathies,1,2,"[0.002467, 0.03209, 0.002782, 0.01046]","[3.245, 2.559, 4.161, 3.075]","['DQA1_0401', 'DQB1_0402', 'DRB1_0103', 'DRB1_0801']",1
Cushing's syndrome,2,7,"[0.02935, 0.04616, 0.03742]","[2.447, 0.389, 2.489]","['C_0102', 'DPB1_0201', 'DQA1_0401']",1
Cystoid macular degeneration of retina,2,3,[0.02658],[1.776],['DPA1_0202'],1
Degeneration of intervertebral disc,6,2,"[0.03993, 0.005203, 0.00687, 0.005438, 0.001697]","[1.141, 1.353, 1.26, 1.269, 1.319]","['A_0101', 'A_3201', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",1
Delayed milestones,6,3,"[0.03526, 0.007455, 0.0353]","[1.645, 1.793, 0.339]","['A_3101', 'C_0102', 'DPB1_1101']",1
Dependence on respirator [Ventilator] or supplemental oxygen,4,3,"[0.01374, 0.04377, 0.01358, 0.01801]","[1.834, 1.356, 0.667, 1.343]","['B_3701', 'B_4001', 'C_0401', 'DPB1_0301']",1
Depression,6,1,"[0.01492, 0.04882, 0.02323, 0.02694, 0.04405, 0.02162]","[0.729, 1.22, 0.895, 1.087, 1.153, 1.157]","['B_3801', 'B_4901', 'C_0401', 'DQA1_0102', 'DQB1_0604', 'DRB1_1302']",1
Dermatomyositis,4,2,"[0.01902, 0.004625, 2.719e-08, 0.01802, 0.0002193, 0.02819, 0.005649, 0.0182, 0.03123, 0.03507, 0.00274, 8.132e-07, 0.004513, 6.09e-07, 0.01811, 0.004913]","[1.553, 0.475, 2.802, 2.196, 1.981, 0.595, 1.711, 0.51, 2.047, 0.643, 1.74, 2.496, 0.465, 2.523, 2.529, 0.478]","['A_0101', 'B_0702', 'B_0801', 'B_5501', 'C_0701', 'C_0702', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_1201', 'DRB1_1501']",1
Dermatophytosis,4,4,"[0.005766, 0.04842, 0.02695, 0.007163, 0.03576, 0.04896, 0.002237, 0.02922, 0.02678, 0.03854, 0.003017, 0.0005391, 0.04301, 0.04991, 0.009669]","[0.653, 0.571, 0.832, 1.713, 0.773, 1.221, 0.659, 1.29, 0.808, 0.846, 0.627, 1.411, 1.223, 1.167, 0.821]","['A_2902', 'A_3001', 'B_0702', 'B_1401', 'B_3501', 'B_4001', 'B_4403', 'C_0202', 'C_0401', 'C_0702', 'C_1601', 'DPB1_0101', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301']",1
Dermatophytosis / Dermatomycosis,4,4,"[0.005067, 0.02707, 0.04093, 0.01792, 0.003922, 0.04866, 0.04256, 0.002869, 0.00033, 0.04969, 0.03135, 0.04156, 0.01042, 0.04312]","[0.658, 0.837, 0.671, 1.604, 0.687, 1.253, 0.829, 0.635, 1.414, 0.85, 1.231, 1.168, 0.827, 1.227]","['A_2902', 'B_0702', 'B_1302', 'B_1401', 'B_4403', 'C_0202', 'C_0401', 'C_1601', 'DPB1_0101', 'DPB1_0201', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DRB1_1301']",1
Diseases of esophagus,1,5,"[0.02699, 0.03855, 0.02315]","[1.143, 0.93, 0.832]","['A_6801', 'B_0702', 'DRB1_1104']",1
Diseases of pulp and periapical tissues,6,3,"[0.02797, 0.04813, 0.005408]","[2.296, 1.678, 1.992]","['A_3101', 'B_0801', 'C_0701']",1
Diseases of the jaws,1,5,"[0.001273, 0.04971]","[1.465, 0.248]","['A_0201', 'DRB1_0901']",1
"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",9,0,"[0.007412, 0.01575, 0.0005609, 0.007775, 0.001701]","[1.486, 0.756, 1.331, 0.717, 1.3]","['A_2501', 'B_1501', 'B_4402', 'C_0303', 'C_0501']",1
Dislocation,1,3,"[0.04454, 0.02953, 0.04148, 0.03462, 0.0273, 0.0102, 0.005974]","[1.165, 0.829, 0.502, 1.204, 0.723, 1.252, 0.35]","['A_0201', 'C_0701', 'DPB1_1701', 'DQB1_0302', 'DQB1_0303', 'DRB1_0401', 'DRB1_0901']",1
Disorders of conjunctiva,2,2,[0.02918],[0.608],['DQA1_0102'],1
"Disorders of fluid, electrolyte, and acid-base balance",2,7,"[0.03962, 0.0005801, 0.002952, 0.007691, 0.03687, 0.04182, 0.04518, 0.02042, 0.02894]","[0.846, 0.716, 1.18, 0.905, 1.069, 0.934, 1.129, 0.927, 0.932]","['A_2301', 'B_3801', 'C_0102', 'C_0401', 'DPA1_0201', 'DPB1_0201', 'DQA1_0401', 'DQB1_0602', 'DRB1_1501']",1
Disorders of iris and ciliary body,2,5,"[0.01078, 0.01912, 0.0498]","[2.785, 2.029, 1.873]","['DPB1_0501', 'DQB1_0603', 'DRB1_1301']",1
Disorders of iron metabolism,3,1,"[0.04461, 0.02065, 0.0001824]","[1.518, 0.404, 3.732]","['A_0301', 'A_2402', 'DRB1_1201']",1
Disorders of magnesium metabolism,2,4,"[0.04818, 0.02703, 0.0437, 0.02337, 0.02492, 0.01147, 0.03617, 0.006126, 0.03767, 0.02384]","[0.613, 1.332, 0.798, 1.211, 1.626, 1.711, 0.472, 1.392, 1.448, 0.484]","['B_1302', 'B_5101', 'C_0501', 'DQB1_0301', 'DRB1_0103', 'DRB1_0407', 'DRB1_0901', 'DRB1_1101', 'DRB1_1104', 'DRB1_1401']",1
