phewas_string,x,y,p_values,odds_ratios,snps,cluster
Encounter for long-term (current) use of anticoagulants,9,11,"[0.005317, 0.02422, 0.02172, 0.01615, 0.02168, 0.01964]","[1.196, 1.215, 1.198, 1.339, 0.81, 1.353]","['A_1101', 'A_3201', 'B_2705', 'B_4901', 'B_5701', 'DRB1_1201']",0
Endocarditis,9,9,"[0.02234, 0.02175, 0.02185]","[1.723, 0.412, 1.656]","['A_6801', 'B_5101', 'DRB1_1302']",0
Endocrine and metabolic disturbances of fetus and newborn,10,10,[0.0267],[1.802],['B_1501'],0
Eosinophilia,9,11,"[0.04329, 0.04878]","[1.488, 1.619]","['A_0201', 'B_1501']",0
Erythematosquamous dermatosis,9,10,"[0.0248, 0.008835, 0.02463, 0.04372, 0.0001638]","[1.543, 0.41, 0.321, 1.831, 0.485]","['B_5701', 'C_1601', 'DPB1_1101', 'DRB1_0103', 'DRB1_0401']",0
"Eye infection, viral",12,6,"[0.04989, 0.02639, 0.01834]","[0.245, 0.584, 2.573]","['DPB1_0101', 'DPB1_0401', 'DPB1_0501']",0
Facial weakness,7,7,"[0.02826, 0.02667, 0.03431, 0.02482, 0.03895, 0.0399, 0.04913, 0.0012, 0.0366, 0.01288]","[2.596, 3.215, 1.839, 0.403, 1.751, 1.781, 0.427, 3.113, 1.799, 2.39]","['A_2601', 'B_3801', 'DPB1_0301', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DQB1_0604', 'DRB1_0301', 'DRB1_1302']",0
Flat foot,9,9,"[0.01466, 0.02283, 0.00383, 0.02985]","[2.89, 1.938, 2.889, 2.217]","['A_2501', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",0
Fracture of radius and ulna,7,6,"[0.001256, 0.04834, 0.02791, 0.01963, 0.0002727, 0.02194, 0.02292, 0.02455, 0.04849]","[2.02, 1.45, 1.383, 1.769, 1.651, 1.335, 1.696, 0.363, 1.298]","['A_3001', 'B_1302', 'B_2705', 'B_4002', 'C_0202', 'DQB1_0603', 'DRB1_0103', 'DRB1_0901', 'DRB1_1301']",0
"Gastritis and duodenitis, NOS",13,9,"[0.003591, 0.04709, 0.01281, 0.04819, 0.008785]","[2.432, 1.387, 1.461, 1.718, 2.055]","['B_3701', 'DPB1_0201', 'DQB1_0301', 'DQB1_0402', 'DRB1_0801']",0
Glucocorticoid deficiency,9,13,"[0.02204, 0.04194, 0.02569, 0.01107, 0.02926, 0.0395]","[0.561, 1.491, 0.633, 2.209, 1.374, 1.351]","['B_4001', 'B_5101', 'C_0304', 'C_1402', 'DQB1_0302', 'DRB1_0401']",0
Gouty arthropathy,9,13,"[0.00161, 0.0301, 0.03258, 0.02904, 0.04417, 0.01981]","[1.92, 1.589, 0.673, 1.656, 1.462, 1.758]","['A_3101', 'A_6801', 'C_0602', 'DQB1_0402', 'DRB1_0404', 'DRB1_0801']",0
Graves' disease,7,8,"[0.008931, 0.0169, 0.03402, 0.01183, 0.007824, 0.03932, 0.02813, 0.0119, 0.006584, 0.02301, 4.501e-06, 4.067e-06, 0.004039, 0.02932, 1.334e-06, 0.00657, 0.03931]","[1.442, 1.53, 0.674, 0.487, 0.594, 1.317, 1.472, 2.127, 0.63, 1.671, 1.804, 1.846, 0.555, 1.672, 1.9, 0.63, 1.688]","['B_0801', 'B_3501', 'B_4402', 'B_4403', 'C_0501', 'C_0701', 'DPB1_0101', 'DPB1_1701', 'DQA1_0201', 'DQA1_0401', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0402', 'DRB1_0301', 'DRB1_0701', 'DRB1_0801']",0
"HIV infection, symptomatic",9,5,"[0.0003636, 0.02155, 0.006188]","[1.946, 1.572, 1.7]","['DQA1_0102', 'DQB1_0602', 'DRB1_1501']",0
Heart failure NOS,8,9,"[0.02956, 0.008288, 0.0222, 0.0257, 0.007149, 0.01896, 0.02195, 0.04404]","[1.186, 1.731, 0.745, 1.233, 0.641, 1.193, 1.219, 1.192]","['A_0101', 'B_1401', 'C_0303', 'C_0304', 'C_1601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",0
Heart failure with reduced EF [Systolic or combined heart failure],9,9,"[0.03741, 0.001325, 0.01861, 0.04986, 0.03586, 0.008388, 0.01886, 0.04228]","[0.696, 1.402, 0.535, 1.262, 0.755, 0.816, 1.28, 0.858]","['A_2601', 'B_2705', 'B_3801', 'C_0102', 'C_1601', 'DQB1_0602', 'DRB1_1302', 'DRB1_1501']",0
Heart valve disorders,9,9,"[0.008132, 0.04118, 0.01826, 0.01049]","[0.793, 0.856, 1.212, 1.206]","['A_2902', 'B_4403', 'DQB1_0604', 'DRB1_1302']",0
Hemangioma of skin and subcutaneous tissue,11,6,"[0.04704, 0.02365, 0.0477]","[0.578, 0.545, 1.658]","['C_0501', 'DRB1_0401', 'DRB1_0404']",0
Hematological disorders of newborn,11,10,"[0.04987, 0.001296, 0.02931, 0.04843]","[1.803, 2.926, 2.971, 2.634]","['B_1501', 'C_0102', 'C_1402', 'DRB1_1401']",0
Hemorrhage in early pregnancy,10,10,[0.02083],[2.69],['DRB1_0407'],0
Hemorrhagic disorder due to intrinsic circulating anticoagulants,9,11,"[0.04185, 0.04784]","[1.571, 1.822]","['A_3101', 'DRB1_1201']",0
Hereditary hemolytic anemias,12,6,"[0.003658, 0.01921]","[2.823, 2.99]","['B_5501', 'DRB1_0103']",0
Hirsutism,12,7,"[0.0006432, 0.01192, 0.0288]","[3.604, 2.263, 0.317]","['B_5701', 'C_0602', 'DPB1_0201']",0
Human immunodeficiency virus [HIV] disease,9,5,"[0.0002159, 0.01126, 0.00306]","[1.979, 1.633, 1.759]","['DQA1_0102', 'DQB1_0602', 'DRB1_1501']",0
Hydronephrosis,11,5,"[0.0317, 0.035, 0.03818, 0.01969, 0.02609]","[1.403, 1.446, 0.713, 0.551, 0.472]","['A_3101', 'DPB1_0601', 'DQB1_0303', 'DQB1_0503', 'DRB1_1401']",0
Hypercalcemia,9,13,[0.03812],[1.288],['DPB1_0301'],0
Hypercoagulable state,9,11,"[0.03055, 0.009032, 0.01112, 0.01566]","[1.401, 0.504, 0.277, 0.665]","['A_0301', 'A_2402', 'B_5701', 'DPA1_0103']",0
"Hypertension complicating pregnancy, childbirth, and the puerperium",8,11,[0.01352],[2.38],['DRB1_1201'],0
Hypertensive heart disease,9,9,"[0.02486, 0.04981, 0.03101, 0.00293, 0.01912]","[1.709, 1.299, 0.845, 1.508, 1.348]","['B_4002', 'C_0202', 'DQA1_0301', 'DQB1_0604', 'DRB1_1302']",0
Hypovolemia,9,13,"[0.01347, 0.005938, 0.01458, 0.01796, 0.002461, 0.04789]","[1.22, 0.675, 1.206, 1.131, 1.154, 0.784]","['A_3101', 'B_3801', 'C_0102', 'C_0304', 'DQB1_0302', 'DRB1_1401']",0
Immunity deficiency,10,9,"[0.006136, 0.04276, 0.003207, 0.01847, 0.03851, 0.01367, 0.03279]","[0.291, 1.222, 1.654, 0.758, 1.385, 1.487, 0.442]","['B_3503', 'B_4402', 'B_5501', 'C_0401', 'DQA1_0401', 'DQB1_0402', 'DRB1_1201']",0
Inflammation of eyelids,11,5,"[0.02058, 0.04546, 0.03358]","[0.474, 1.48, 1.361]","['A_2501', 'DPB1_0601', 'DRB1_0404']",0
Inflammatory diseases of prostate,9,5,"[0.0007193, 0.03365, 0.01558, 0.04589, 0.04521, 0.008793, 0.009976, 0.01961, 0.0107]","[0.426, 0.703, 1.321, 0.504, 1.301, 0.304, 1.372, 0.346, 1.365]","['B_3501', 'C_0401', 'DQA1_0102', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",0
Insulin pump user,9,12,"[0.001125, 0.01732, 0.01377, 0.04996, 0.02817, 0.02887, 5.782e-05, 0.01238, 0.00513, 0.02378, 0.007064, 0.005189, 0.002239, 2.383e-08, 9.745e-06, 0.0002855, 2.922e-09, 0.0002164, 1.217e-10, 3.5e-08, 0.03057, 6.797e-09, 2.345e-05, 0.03293, 8.02e-10]","[0.774, 1.194, 1.598, 0.715, 1.223, 0.589, 1.383, 1.19, 0.808, 1.166, 1.212, 1.307, 0.769, 0.667, 1.339, 1.268, 1.518, 0.765, 1.595, 0.629, 0.789, 1.505, 1.37, 0.62, 0.596]","['B_0702', 'B_0801', 'B_1401', 'B_1402', 'B_1501', 'B_3701', 'C_0304', 'C_0701', 'C_0702', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0402', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_1401', 'DRB1_1501']",0
Intestinal malabsorption (non-celiac),11,11,"[0.02495, 0.02246, 0.0424, 0.02616, 0.04121, 0.02592, 0.03247, 0.04242]","[1.474, 0.603, 2.359, 1.616, 1.729, 0.652, 2.318, 1.639]","['A_0101', 'A_0301', 'B_1401', 'B_1501', 'B_5701', 'DQA1_0102', 'DRB1_0103', 'DRB1_0404']",0
Iron deficiency anemia secondary to blood loss (chronic),9,7,"[0.02887, 0.03072, 0.01282, 0.02764, 0.004425, 0.03448, 0.00917]","[0.678, 1.76, 0.709, 0.277, 1.348, 1.463, 1.282]","['B_3501', 'B_4002', 'C_0401', 'C_1402', 'DPB1_0201', 'DQA1_0401', 'DQA1_0501']",0
Iron deficiency anemias,8,7,"[0.01972, 0.0326, 0.04858, 0.007663, 0.03243, 0.03781, 0.001406, 0.04665, 0.0008442, 0.04819]","[0.861, 0.853, 0.878, 1.158, 1.129, 0.875, 1.612, 0.877, 1.631, 0.704]","['B_0702', 'C_0401', 'DQA1_0201', 'DQA1_0501', 'DQB1_0301', 'DQB1_0602', 'DRB1_0103', 'DRB1_0701', 'DRB1_1201', 'DRB1_1401']",0
"Iron deficiency anemias, unspecified or not due to blood loss",8,7,"[0.0413, 0.01756, 0.01828, 0.009603, 0.01243, 0.0003767, 0.0176, 0.0102]","[0.862, 0.646, 0.836, 1.176, 0.805, 1.781, 0.835, 1.548]","['B_0702', 'B_1302', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DRB1_0103', 'DRB1_0701', 'DRB1_1201']",0
Jaundice (not of newborn),10,4,"[0.0139, 0.04816, 0.02079, 0.00648, 0.03945, 0.007074]","[1.504, 0.692, 1.275, 1.364, 0.75, 1.36]","['B_1801', 'B_4001', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",0
Jaw disease NOS,8,12,"[0.02009, 0.01608, 0.01971, 0.01613, 0.02395, 0.01308, 0.01078, 0.0182, 0.01167, 0.04446]","[1.722, 0.426, 2.393, 0.524, 1.666, 1.787, 1.883, 0.464, 1.804, 0.543]","['A_0201', 'DPB1_0201', 'DPB1_1101', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",0
Joint effusions,11,5,"[0.02881, 0.01915, 0.0213, 0.03812]","[1.596, 0.731, 0.1, 0.763]","['DPB1_0601', 'DQB1_0602', 'DRB1_0901', 'DRB1_1501']",0
Keratitis,12,6,"[0.005297, 0.036, 0.0324]","[1.715, 1.519, 0.339]","['B_5501', 'DPB1_0501', 'DPB1_1401']",0
Keratoconjunctivitis,12,6,[0.01979],[1.711],['B_5501'],0
Keratoconjunctivitis sicca,12,6,"[0.02674, 0.01687]","[1.79, 1.786]","['A_2301', 'B_5501']",0
Lack of coordination,11,8,"[0.0009904, 0.03104, 0.003634, 0.01409, 0.02395, 0.02052, 0.0194, 0.0004494, 0.01611, 0.03976, 0.01285, 0.0048, 0.001453, 2.455e-06, 0.03044, 0.02258, 0.01588, 2.092e-06]","[0.74, 1.614, 0.685, 0.641, 0.752, 1.252, 0.611, 1.378, 0.762, 0.82, 1.282, 0.687, 0.723, 1.57, 0.615, 1.257, 0.761, 1.569]","['A_0201', 'B_3503', 'B_4402', 'B_4403', 'C_0501', 'C_0702', 'C_1601', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0701', 'DRB1_1501']",0
Large cell lymphoma,11,6,"[0.0469, 0.02202, 0.03306]","[1.323, 2.042, 0.739]","['B_0801', 'C_1402', 'DQB1_0301']",0
Lymphadenitis,9,11,"[0.004006, 0.03283, 0.02735, 0.02615, 0.03769, 0.03377]","[1.348, 0.749, 1.179, 0.856, 0.791, 0.621]","['B_5701', 'C_0102', 'C_0602', 'DPA1_0201', 'DRB1_0404', 'DRB1_0901']",0
Macular degeneration (senile) of retina NOS,12,7,"[0.03635, 0.01877, 0.02627, 0.009231, 0.0008078, 0.01164, 0.03755, 0.01388, 0.02848]","[1.8, 2.078, 0.497, 0.482, 1.935, 1.475, 0.542, 0.445, 0.367]","['A_2301', 'A_3001', 'B_1801', 'B_4403', 'B_5701', 'C_0602', 'C_1203', 'C_1601', 'DPB1_1101']",0
Major depressive disorder,10,8,"[0.02386, 0.009874, 0.02528, 0.03488]","[1.255, 0.663, 0.514, 0.724]","['A_1101', 'A_2902', 'B_3801', 'C_1601']",0
Mastodynia,13,8,"[0.04481, 0.02716, 0.02333, 0.007776, 0.03554, 0.02203, 0.0005233]","[0.239, 0.585, 1.784, 1.662, 1.508, 0.262, 2.787]","['A_3101', 'B_0801', 'B_1801', 'B_4402', 'C_0501', 'C_1601', 'DPB1_1301']",0
Memory loss,10,8,"[0.02655, 0.009496, 0.02532]","[1.466, 1.48, 0.609]","['A_2601', 'C_0102', 'DPA1_0202']",0
Meniere's disease,11,5,"[0.04354, 0.01792, 0.0172]","[2.032, 0.576, 2.15]","['DPB1_0601', 'DQB1_0301', 'DQB1_0402']",0
Miscarriage; stillbirth,10,10,[0.008887],[1.676],['A_0301'],0
Mitral valve stenosis and aortic valve stenosis,10,6,"[0.03386, 0.03533, 0.03528, 0.04353, 0.01392]","[0.645, 1.585, 2.078, 1.603, 1.779]","['A_0101', 'A_1101', 'C_0704', 'DPB1_0101', 'DQB1_0303']",0
Mood disorders,10,8,"[0.01556, 0.03574, 0.04659]","[0.744, 1.079, 1.129]","['B_3801', 'DQA1_0102', 'DRB1_1302']",0
Morbid obesity,9,13,"[0.004289, 0.002452, 0.02473, 0.0336, 0.001871]","[0.671, 1.412, 0.486, 1.523, 1.704]","['B_5101', 'B_5701', 'C_1402', 'DQB1_0502', 'DRB1_0103']",0
Multiple sclerosis,11,8,"[0.0003167, 0.01575, 3.019e-06, 0.003611, 0.0129, 4.705e-05, 0.01434, 0.002323, 6.321e-16, 0.03497, 0.01632, 0.000906, 0.01987, 0.01441, 4.425e-25, 0.01907, 0.006571, 0.01113, 0.03461, 8.032e-24]","[0.643, 1.362, 1.783, 0.589, 0.429, 1.654, 0.681, 0.627, 2.672, 0.726, 0.731, 0.63, 0.538, 0.673, 3.475, 0.451, 0.611, 0.655, 0.725, 3.357]","['A_0201', 'A_0301', 'B_0702', 'B_4402', 'B_5701', 'C_0702', 'DPB1_0201', 'DQA1_0101', 'DQA1_0102', 'DQA1_0201', 'DQA1_0301', 'DQB1_0301', 'DQB1_0303', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0401', 'DRB1_0701', 'DRB1_1501']",0
Neoplasm of uncertain behavior,11,6,[0.01882],[1.442],['DQB1_0502'],0
Neoplasm of uncertain behavior of skin,11,6,"[0.0403, 0.04309, 0.001954, 0.01209, 0.001224, 0.01932]","[0.816, 0.754, 1.414, 0.774, 1.551, 1.396]","['A_2902', 'B_5501', 'C_1502', 'C_1601', 'DRB1_0103', 'DRB1_0407']",0
Neurofibromatosis,11,6,"[0.04488, 0.01467]","[0.418, 1.979]","['DPB1_0201', 'DQA1_0501']",0
Neurological disorders,10,8,"[0.02206, 0.03057, 0.01085]","[1.252, 1.192, 1.31]","['A_2501', 'C_0102', 'DPB1_1001']",0
Neutropenia,9,11,"[0.03958, 0.008116]","[1.174, 0.815]","['A_2402', 'DPB1_0301']",0
"Nevus, non-neoplastic",11,6,"[0.02126, 0.01786, 0.03191]","[1.953, 1.989, 1.614]","['B_2705', 'C_0202', 'DQB1_0302']",0
Non-autoimmune hemolytic anemias,12,9,"[0.02663, 0.00418, 0.04897, 0.03912, 0.04585, 0.04842]","[2.148, 2.031, 0.493, 2.929, 1.67, 0.492]","['A_2902', 'DQA1_0102', 'DQA1_0201', 'DQB1_0502', 'DQB1_0602', 'DRB1_0701']",0
Non-healing surgical wound,7,6,"[0.02774, 0.01442, 0.0369, 0.006768, 0.01977, 0.004033, 0.04121, 0.04575, 0.002297, 0.01286]","[2.527, 1.901, 0.611, 0.252, 1.528, 1.751, 2.367, 0.459, 2.084, 0.282]","['B_4002', 'C_0202', 'DQA1_0101', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0502', 'DQB1_0603', 'DRB1_0404', 'DRB1_1301']",0
Nonrheumatic mitral valve disorders,9,9,"[0.009863, 0.04563, 0.01631, 0.00303]","[0.732, 0.789, 1.287, 1.32]","['A_2902', 'C_1601', 'DQB1_0604', 'DRB1_1302']",0
Obesity,9,13,"[0.01122, 0.0469, 0.04481, 0.00329]","[0.795, 0.904, 0.801, 1.452]","['C_0802', 'DPB1_0201', 'DPB1_1101', 'DQB1_0502']",0
Occlusion and stenosis of precerebral arteries,10,4,"[0.006132, 0.006484, 0.04995, 0.005089, 0.01403, 0.01895, 0.04466, 0.04854, 0.02513, 0.03025, 0.02223]","[1.434, 1.644, 1.233, 1.235, 1.442, 0.679, 1.146, 1.128, 1.166, 1.161, 0.568]","['B_1302', 'B_4002', 'B_5701', 'C_0602', 'C_0704', 'DPB1_1101', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0407']",0
"Occlusion of cerebral arteries, with cerebral infarction",9,9,"[0.0497, 0.03075, 0.000566, 0.003211]","[1.574, 2.492, 2.371, 2.028]","['B_4001', 'B_4002', 'DQB1_0604', 'DRB1_1302']",0
Open wounds of head; neck; and trunk,9,4,"[0.006956, 0.03614, 0.01977, 0.00464, 0.0001286, 0.02716, 0.02369]","[1.704, 1.394, 1.268, 1.253, 1.701, 0.569, 1.288]","['B_4002', 'B_5501', 'C_0303', 'DPB1_0201', 'DPB1_0601', 'DPB1_1301', 'DRB1_0404']",0
Optic neuritis/neuropathy,9,5,"[0.01453, 0.0005502, 1.841e-05, 0.04775, 0.0001124]","[0.544, 1.833, 2.145, 0.485, 1.993]","['DPB1_0201', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1501']",0
Organic or persistent insomnia,11,8,"[0.0007696, 0.001131, 0.02329, 0.01348, 0.001737, 0.04859, 0.03169, 0.005668, 0.00444]","[2.246, 2.183, 1.761, 0.348, 2.111, 0.598, 0.535, 1.964, 1.994]","['B_0702', 'C_0702', 'DPB1_0201', 'DPB1_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0301', 'DQB1_0602', 'DRB1_1501']",0
Other abnormal glucose,9,13,"[0.0355, 0.02697, 0.04905, 0.04753, 0.01344, 0.03076]","[0.63, 0.8, 1.154, 0.82, 1.194, 0.795]","['B_4901', 'DQA1_0103', 'DQB1_0302', 'DQB1_0603', 'DRB1_0401', 'DRB1_1301']",0
Other and unspecified coagulation defects,9,11,"[0.04407, 0.04715, 0.0255, 0.01941]","[1.313, 1.49, 0.731, 0.647]","['B_2705', 'B_3701', 'B_4001', 'B_5701']",0
Other anemias,8,7,"[0.0399, 0.02686, 0.03925, 0.03678, 0.01732, 0.04092]","[0.933, 1.068, 1.072, 0.803, 1.243, 1.072]","['B_0702', 'DQA1_0501', 'DQB1_0201', 'DQB1_0502', 'DRB1_0103', 'DRB1_0301']",0
Other aneurysm,14,9,"[0.005478, 0.04022, 0.02975, 0.02965, 0.04109, 0.04165, 0.04158, 0.04263, 0.009863, 0.01152, 0.03183, 0.003717, 0.01129, 0.04057, 0.02763, 0.01964, 0.007545]","[0.49, 0.716, 0.753, 0.729, 1.498, 1.419, 1.315, 1.254, 0.746, 1.27, 0.835, 0.764, 0.699, 1.4, 0.621, 0.567, 1.386]","['A_2501', 'B_1801', 'B_4001', 'B_4403', 'B_4901', 'B_5501', 'B_5701', 'C_0303', 'C_0304', 'C_0602', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0501', 'DQB1_0402', 'DRB1_0801', 'DRB1_1302']",0
Other benign neoplasm of connective and other soft tissue,11,6,"[0.02745, 0.03416, 0.03966]","[0.108, 2.995, 0.459]","['A_1101', 'B_3901', 'DPB1_0201']",0
Other complications of pregnancy NEC,11,9,"[0.04496, 0.0005578, 0.01683, 0.04984]","[2.58, 4.113, 2.177, 1.711]","['A_2301', 'B_3701', 'B_4403', 'DPB1_0201']",0
Other demyelinating diseases of central nervous system,11,8,"[0.006511, 0.005784, 5.268e-06, 0.00602, 0.04938, 4.411e-08, 0.03388, 0.03783, 4.726e-08]","[1.52, 1.52, 1.939, 0.639, 1.655, 2.244, 2.08, 0.657, 2.233]","['B_0702', 'C_0702', 'DQA1_0102', 'DQA1_0301', 'DQA1_0401', 'DQB1_0602', 'DRB1_0103', 'DRB1_0401', 'DRB1_1501']",0
Other disorders of circulatory system,11,12,"[0.04449, 0.01455, 2.314e-05, 0.005396, 0.03523, 0.03825, 0.03743, 0.04181, 0.04847]","[0.363, 0.33, 2.442, 0.721, 1.206, 1.432, 1.235, 1.459, 1.582]","['B_1401', 'B_3801', 'B_4002', 'DPB1_0402', 'DQA1_0301', 'DQB1_0402', 'DRB1_0401', 'DRB1_0801', 'DRB1_1201']",0
Other disorders of eye,12,7,"[0.03422, 0.02985, 0.02966, 0.01281, 0.02425, 0.04234]","[0.708, 0.768, 0.756, 1.328, 0.73, 1.339]","['A_3101', 'B_4403', 'B_5101', 'B_5701', 'C_1601', 'DPB1_0501']",0
Other disorders of liver,10,4,"[0.03393, 0.009829, 0.04641, 0.03656, 0.02806]","[1.532, 1.574, 1.19, 1.224, 1.236]","['C_0704', 'DPB1_0501', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301']",0
Other hereditary hemolytic anemias,9,11,[0.005177],[3.75],['DRB1_0103'],0
Other hypertensive complications,9,9,"[0.0003372, 0.01349, 0.01162, 0.007221, 0.04586, 0.02571]","[1.994, 0.735, 1.557, 0.681, 1.174, 1.291]","['B_4002', 'B_4403', 'B_4901', 'C_1601', 'DPB1_0402', 'DRB1_1302']",0
Other hypertrophic and atrophic conditions of skin,9,10,"[0.01282, 0.04385, 0.001458, 0.03364]","[1.244, 1.409, 1.685, 1.445]","['A_1101', 'B_3801', 'DRB1_0103', 'DRB1_0407']",0
Other immunological findings,9,13,"[0.03797, 0.04814, 0.03289, 0.01051, 0.01828, 0.02743, 0.01159, 0.02124]","[0.526, 0.599, 0.484, 1.853, 0.253, 0.59, 0.529, 0.55]","['B_2705', 'B_4403', 'B_5701', 'C_1502', 'DPB1_1101', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",0
Other non-epithelial cancer of skin,11,6,"[0.02385, 0.003938, 0.01649, 0.001406, 0.01642, 0.01723, 0.004366]","[0.811, 1.433, 0.82, 0.735, 1.286, 1.375, 1.459]","['A_2902', 'B_3701', 'B_4403', 'C_1601', 'DPB1_0601', 'DRB1_0103', 'DRB1_0407']",0
Other perinatal conditions of fetus or newborn,10,10,"[0.04317, 0.04808, 0.03147, 0.01938, 0.004067, 0.03465]","[1.379, 0.761, 1.297, 0.734, 2.211, 1.666]","['B_3501', 'C_0501', 'DPB1_0301', 'DRB1_0401', 'DRB1_0407', 'DRB1_1104']",0
Other persistent mental disorders due to conditions classified elsewhere,10,8,"[0.03708, 0.0486, 0.04089]","[1.232, 0.408, 1.443]","['B_0702', 'DPB1_1701', 'DQB1_0503']",0
Other specified diseases of hair and hair follicles,9,10,"[0.02139, 0.0263, 0.02, 0.04869]","[1.919, 2.19, 1.711, 1.631]","['A_2601', 'B_3801', 'B_5101', 'C_1203']",0
Other specified nonpsychotic and/or transient mental disorders,10,8,"[0.03045, 0.01174, 0.04047]","[1.267, 1.368, 0.82]","['A_6801', 'DPB1_1101', 'DQB1_0603']",0
Other specified peripheral vascular diseases,9,9,"[0.04322, 0.00349, 0.04313]","[0.423, 2.843, 1.893]","['A_2402', 'B_1302', 'DRB1_1302']",0
Otitis externa,12,6,"[0.03249, 0.03362, 0.04504]","[1.345, 1.74, 0.667]","['A_0301', 'B_5501', 'C_0304']",0
Pancreatic cancer,11,6,[0.04032],[1.347],['A_0201'],0
Pancytopenia,9,11,"[0.04962, 0.01948, 0.02724]","[1.565, 0.55, 0.568]","['B_3901', 'DPB1_0501', 'DRB1_0801']",0
Pericarditis,9,9,"[0.002524, 0.03615, 0.01043, 0.0001939]","[1.487, 1.444, 1.585, 1.786]","['A_2402', 'C_1601', 'DQB1_0604', 'DRB1_1302']",0
Perinatal disorders of digestive system,8,11,"[0.03584, 0.0002581]","[0.401, 5.42]","['DQB1_0302', 'DRB1_1201']",0
Perinatal jaundice,10,10,"[0.04519, 0.02688, 0.04107, 0.04957, 0.03752, 0.02727]","[1.691, 0.553, 0.592, 0.312, 0.605, 2.565]","['B_3501', 'B_4402', 'C_0501', 'DQB1_0604', 'DRB1_0401', 'DRB1_0407']",0
Personality disorders,9,5,"[0.04742, 0.04539, 0.01022, 0.02224, 0.01399, 0.01013, 0.02276]","[0.242, 1.495, 0.466, 0.449, 1.671, 0.465, 1.609]","['A_2902', 'DQA1_0102', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0701', 'DRB1_1501']",0
Pervasive developmental disorders,10,8,"[0.04087, 0.01837, 0.03617, 0.0327]","[0.793, 0.742, 1.52, 1.788]","['A_0101', 'B_0801', 'DQB1_0503', 'DRB1_0407']",0
Pituitary dwarfism,9,13,[0.01902],[0.462],['C_0303'],0
Poisoning by antibiotics,9,4,"[0.00393, 0.04698, 0.04681]","[2.325, 1.697, 1.44]","['B_5501', 'C_0102', 'DRB1_0401']",0
"Poisoning by water, mineral, and uric acid metabolism drugs",9,3,"[0.03409, 0.008953, 0.02775, 0.03327, 0.02108, 0.01216, 0.01882]","[0.549, 2.428, 2.037, 1.94, 2.36, 2.907, 1.919]","['A_0301', 'A_2601', 'A_6801', 'B_5701', 'C_1502', 'DRB1_0103', 'DRB1_1101']",0
Polycythemia vera,11,6,"[0.04948, 0.04734, 0.01428]","[0.468, 0.647, 0.655]","['B_1801', 'C_0501', 'DQB1_0301']",0
Polymyalgia Rheumatica,8,8,"[0.01592, 0.02469, 0.01382, 0.0004771, 0.04742, 0.02171, 0.007058, 0.0001985, 1.311e-06, 0.0002774, 0.000802, 0.04093, 0.011, 6.241e-05, 0.0001971, 0.02537, 0.02585]","[0.556, 0.446, 1.789, 0.565, 1.414, 0.579, 1.923, 0.602, 1.639, 0.556, 1.469, 0.532, 0.498, 1.571, 0.602, 0.447, 0.61]","['A_2902', 'B_1302', 'B_4901', 'C_0602', 'C_0802', 'C_1601', 'DPB1_1401', 'DQA1_0201', 'DQA1_0301', 'DQB1_0202', 'DQB1_0302', 'DQB1_0503', 'DQB1_0604', 'DRB1_0401', 'DRB1_0701', 'DRB1_0801', 'DRB1_1302']",0
Polyneuropathy due to drugs,10,8,"[0.01884, 0.01421]","[0.443, 1.907]","['A_2402', 'B_1801']",0
Preeclampsia and eclampsia,10,10,[0.02898],[2.393],['B_3701'],0
